Date,Country,VaccinatedRate
2021-03-20,Australia,0.00
2021-03-20,Austria,11.22
2021-03-20,Belgium,9.05
2021-03-20,Canada,8.50
2021-03-20,Chile,29.20
2021-03-20,China,0.00
2021-03-20,Colombia,2.20
2021-03-20,Costa Rica,0.00
2021-03-20,Czechia,9.29
2021-03-20,Denmark,10.71
2021-03-20,Estonia,12.52
2021-03-20,Finland,13.06
2021-03-20,France,9.72
2021-03-20,Germany,8.98
2021-03-20,Greece,9.42
2021-03-20,Hungary,16.23
2021-03-20,Iceland,0.00
2021-03-20,Ireland,9.88
2021-03-20,Israel,58.79
2021-03-20,Italy,8.96
2021-03-20,Japan,0.00
2021-03-20,Latvia,5.41
2021-03-20,Lithuania,10.32
2021-03-20,Luxembourg,0.00
2021-03-20,Mexico,3.66
2021-03-20,Netherlands,0.00
2021-03-20,New Zealand,0.66
2021-03-20,Norway,9.46
2021-03-20,Poland,8.56
2021-03-20,Portugal,9.25
2021-03-20,Slovakia,9.75
2021-03-20,Slovenia,9.08
2021-03-20,South Korea,1.32
2021-03-20,Spain,0.00
2021-03-20,Sweden,0.00
2021-03-20,Switzerland,8.67
2021-03-20,Turkey,9.43
2021-03-20,United Kingdom,40.51
2021-03-20,United States,23.84
