Date,Country,VaccinatedRate
2021-11-12,Australia,75.67
2021-11-12,Austria,67.35
2021-11-12,Belgium,75.38
2021-11-12,Canada,78.89
2021-11-12,Chile,86.93
2021-11-12,China,82.07
2021-11-12,Colombia,64.41
2021-11-12,Costa Rica,0.00
2021-11-12,Czechia,59.78
2021-11-12,Denmark,77.63
2021-11-12,Estonia,61.51
2021-11-12,Finland,76.70
2021-11-12,France,78.75
2021-11-12,Germany,69.41
2021-11-12,Greece,65.40
2021-11-12,Hungary,0.00
2021-11-12,Iceland,0.00
2021-11-12,Ireland,76.92
2021-11-12,Israel,71.18
2021-11-12,Italy,77.58
2021-11-12,Japan,0.00
2021-11-12,Latvia,65.85
2021-11-12,Lithuania,68.31
2021-11-12,Luxembourg,69.44
2021-11-12,Mexico,0.00
2021-11-12,Netherlands,0.00
2021-11-12,New Zealand,77.90
2021-11-12,Norway,77.22
2021-11-12,Poland,54.13
2021-11-12,Portugal,0.00
2021-11-12,Slovakia,46.58
2021-11-12,Slovenia,58.06
2021-11-12,South Korea,80.88
2021-11-12,Spain,0.00
2021-11-12,Sweden,71.62
2021-11-12,Switzerland,66.37
2021-11-12,Taiwan,74.65
2021-11-12,Turkey,65.61
2021-11-12,United Kingdom,74.08
2021-11-12,United States,68.28
