tDate,Country,VaccinatedRate
2021-09-09,Australia,52.66
2021-09-09,Austria,61.76
2021-09-09,Belgium,72.94
2021-09-09,Canada,74.25
2021-09-09,Chile,75.33
2021-09-09,China,0.00
2021-09-09,Colombia,47.32
2021-09-09,Costa Rica,0.00
2021-09-09,Czechia,55.93
2021-09-09,Denmark,76.18
2021-09-09,Estonia,55.72
2021-09-09,Finland,0.00
2021-09-09,France,75.41
2021-09-09,Germany,65.77
2021-09-09,Greece,59.96
2021-09-09,Hungary,60.57
2021-09-09,Iceland,81.64
2021-09-09,Ireland,74.79
2021-09-09,Israel,68.62
2021-09-09,Italy,72.19
2021-09-09,Japan,62.16
2021-09-09,Latvia,46.84
2021-09-09,Lithuania,62.97
2021-09-09,Luxembourg,65.45
2021-09-09,Mexico,46.20
2021-09-09,Netherlands,0.00
2021-09-09,New Zealand,56.79
2021-09-09,Norway,72.54
2021-09-09,Poland,0.00
2021-09-09,Portugal,86.48
2021-09-09,Slovakia,44.00
2021-09-09,Slovenia,49.08
2021-09-09,South Korea,62.04
2021-09-09,Spain,79.42
2021-09-09,Sweden,68.82
2021-09-09,Switzerland,58.79
2021-09-09,Taiwan,45.87
2021-09-09,Turkey,59.89
2021-09-09,United Kingdom,70.92
2021-09-09,United States,62.57
