tDate,Country,VaccinatedRate
2021-02-11,Austria,3.01
2021-02-11,Belgium,3.31
2021-02-11,Canada,2.48
2021-02-11,Chile,8.37
2021-02-11,China,0.00
2021-02-11,Costa Rica,0.00
2021-02-11,Czechia,2.66
2021-02-11,Denmark,3.52
2021-02-11,Estonia,3.35
2021-02-11,Finland,3.38
2021-02-11,France,3.50
2021-02-11,Germany,3.07
2021-02-11,Greece,3.48
2021-02-11,Hungary,3.22
2021-02-11,Iceland,0.00
2021-02-11,Ireland,3.44
2021-02-11,Israel,42.92
2021-02-11,Italy,2.69
2021-02-11,Latvia,1.07
2021-02-11,Lithuania,3.45
2021-02-11,Luxembourg,2.54
2021-02-11,Mexico,0.49
2021-02-11,Netherlands,0.00
2021-02-11,Norway,4.23
2021-02-11,Poland,3.74
2021-02-11,Portugal,3.26
2021-02-11,Slovakia,3.92
2021-02-11,Slovenia,3.19
2021-02-11,Spain,3.04
2021-02-11,Sweden,0.00
2021-02-11,Switzerland,4.59
2021-02-11,Turkey,0.00
2021-02-11,United Kingdom,20.54
2021-02-11,United States,10.43
