Date,Country,VaccinatedRate
2022-05-31,Australia,86.55
2022-05-31,Canada,86.83
2022-05-31,China,0.00
2022-05-31,Czechia,64.92
2022-05-31,Denmark,83.16
2022-05-31,Estonia,65.06
2022-05-31,Finland,0.00
2022-05-31,France,83.15
2022-05-31,Germany,76.93
2022-05-31,Greece,76.32
2022-05-31,Hungary,66.53
2022-05-31,Israel,76.34
2022-05-31,Italy,84.13
2022-05-31,Japan,82.17
2022-05-31,Lithuania,72.56
2022-05-31,New Zealand,88.27
2022-05-31,Norway,79.38
2022-05-31,Poland,60.12
2022-05-31,Slovenia,60.89
2022-05-31,South Korea,86.94
2022-05-31,Taiwan,86.39
2022-05-31,Turkey,68.02
2022-05-31,United States,77.69
