Date,Country,VaccinatedRate
2021-06-13,Australia,19.94
2021-06-13,Austria,47.01
2021-06-13,Belgium,48.99
2021-06-13,Canada,64.17
2021-06-13,Chile,60.82
2021-06-13,China,0.00
2021-06-13,Colombia,17.93
2021-06-13,Costa Rica,0.00
2021-06-13,Czechia,42.51
2021-06-13,Denmark,46.81
2021-06-13,Estonia,39.51
2021-06-13,Finland,51.02
2021-06-13,France,46.77
2021-06-13,Germany,48.13
2021-06-13,Greece,40.95
2021-06-13,Hungary,55.45
2021-06-13,Iceland,0.00
2021-06-13,Ireland,44.50
2021-06-13,Israel,62.35
2021-06-13,Italy,48.90
2021-06-13,Japan,17.19
2021-06-13,Latvia,32.54
2021-06-13,Lithuania,43.59
2021-06-13,Luxembourg,0.00
2021-06-13,Mexico,20.15
2021-06-13,Netherlands,49.18
2021-06-13,New Zealand,11.21
2021-06-13,Norway,36.23
2021-06-13,Poland,41.02
2021-06-13,Portugal,44.51
2021-06-13,Slovakia,34.91
2021-06-13,Slovenia,37.21
2021-06-13,South Korea,22.87
2021-06-13,Spain,45.94
2021-06-13,Sweden,42.55
2021-06-13,Switzerland,42.75
2021-06-13,Taiwan,0.00
2021-06-13,Turkey,23.89
2021-06-13,United Kingdom,61.14
2021-06-13,United States,52.22
