tDate,Country,VaccinatedRate
2022-08-01,Australia,86.85
2022-08-01,Belgium,79.54
2022-08-01,Chile,93.87
2022-08-01,China,0.00
2022-08-01,Czechia,64.98
2022-08-01,Denmark,82.98
2022-08-01,Estonia,65.23
2022-08-01,Finland,0.00
2022-08-01,France,83.34
2022-08-01,Germany,77.16
2022-08-01,Greece,76.40
2022-08-01,Hungary,0.00
2022-08-01,Ireland,82.14
2022-08-01,Israel,76.39
2022-08-01,Italy,84.18
2022-08-01,Japan,82.44
2022-08-01,Lithuania,72.62
2022-08-01,New Zealand,88.37
2022-08-01,Norway,79.47
2022-08-01,Poland,60.19
2022-08-01,South Korea,87.01
2022-08-01,Spain,0.00
2022-08-01,Switzerland,69.89
2022-08-01,Taiwan,89.38
2022-08-01,Turkey,68.07
2022-08-01,United States,78.57
