tDate,Country,VaccinatedRate
2022-10-24,Austria,76.20
2022-10-24,Canada,88.44
2022-10-24,Chile,94.08
2022-10-24,China,0.00
2022-10-24,Czechia,65.05
2022-10-24,Denmark,82.72
2022-10-24,Estonia,65.47
2022-10-24,France,83.43
2022-10-24,Germany,77.23
2022-10-24,Greece,76.46
2022-10-24,Hungary,0.00
2022-10-24,Israel,76.44
2022-10-24,Italy,84.23
2022-10-24,Japan,82.72
2022-10-24,Lithuania,72.71
2022-10-24,Norway,79.52
2022-10-24,Poland,60.32
2022-10-24,South Korea,87.07
2022-10-24,Switzerland,69.92
2022-10-24,Taiwan,91.24
2022-10-24,Turkey,68.12
