tDate,Country,VaccinatedRate
2021-10-05,Australia,66.78
2021-10-05,Austria,63.74
2021-10-05,Belgium,74.05
2021-10-05,Canada,0.00
2021-10-05,Chile,81.93
2021-10-05,China,0.00
2021-10-05,Colombia,0.00
2021-10-05,Czechia,56.84
2021-10-05,Denmark,76.69
2021-10-05,Estonia,57.52
2021-10-05,Finland,0.00
2021-10-05,France,77.19
2021-10-05,Germany,67.70
2021-10-05,Greece,62.38
2021-10-05,Hungary,61.24
2021-10-05,Iceland,0.00
2021-10-05,Ireland,75.81
2021-10-05,Israel,70.09
2021-10-05,Italy,75.38
2021-10-05,Japan,72.53
2021-10-05,Latvia,50.03
2021-10-05,Lithuania,65.32
2021-10-05,Luxembourg,66.20
2021-10-05,Mexico,0.00
2021-10-05,Netherlands,0.00
2021-10-05,New Zealand,69.16
2021-10-05,Norway,76.39
2021-10-05,Slovakia,45.09
2021-10-05,Slovenia,54.43
2021-10-05,South Korea,76.79
2021-10-05,Spain,80.77
2021-10-05,Sweden,70.61
2021-10-05,Switzerland,63.93
2021-10-05,Taiwan,56.92
2021-10-05,Turkey,63.75
2021-10-05,United Kingdom,71.89
2021-10-05,United States,64.80
