Date,Country,VaccinatedRate
2021-02-18,Australia,0.00
2021-02-18,Austria,3.54
2021-02-18,Belgium,3.58
2021-02-18,Canada,2.61
2021-02-18,Chile,14.05
2021-02-18,China,0.00
2021-02-18,Colombia,0.00
2021-02-18,Costa Rica,0.00
2021-02-18,Czechia,3.09
2021-02-18,Denmark,4.77
2021-02-18,Estonia,4.33
2021-02-18,Finland,4.40
2021-02-18,France,3.97
2021-02-18,Germany,3.68
2021-02-18,Greece,4.15
2021-02-18,Hungary,4.07
2021-02-18,Iceland,4.43
2021-02-18,Ireland,4.13
2021-02-18,Israel,47.89
2021-02-18,Italy,3.36
2021-02-18,Japan,0.00
2021-02-18,Latvia,1.43
2021-02-18,Lithuania,4.27
2021-02-18,Luxembourg,3.44
2021-02-18,Mexico,0.00
2021-02-18,Netherlands,0.00
2021-02-18,Norway,5.28
2021-02-18,Poland,4.47
2021-02-18,Portugal,3.85
2021-02-18,Slovakia,4.73
2021-02-18,Slovenia,4.24
2021-02-18,Spain,3.78
2021-02-18,Sweden,0.00
2021-02-18,Switzerland,5.32
2021-02-18,Turkey,5.91
2021-02-18,United Kingdom,24.74
2021-02-18,United States,12.32
