Date,Country,VaccinatedRate
2021-07-18,Australia,28.17
2021-07-18,Austria,57.07
2021-07-18,Belgium,66.91
2021-07-18,Canada,69.60
2021-07-18,Chile,70.41
2021-07-18,China,0.00
2021-07-18,Colombia,29.42
2021-07-18,Costa Rica,0.00
2021-07-18,Czechia,50.38
2021-07-18,Denmark,67.46
2021-07-18,Estonia,45.22
2021-07-18,Finland,64.26
2021-07-18,France,57.67
2021-07-18,Germany,59.56
2021-07-18,Greece,52.37
2021-07-18,Hungary,57.81
2021-07-18,Iceland,0.00
2021-07-18,Ireland,0.00
2021-07-18,Israel,65.36
2021-07-18,Italy,60.58
2021-07-18,Japan,36.27
2021-07-18,Latvia,38.99
2021-07-18,Lithuania,48.53
2021-07-18,Luxembourg,0.00
2021-07-18,Mexico,29.34
2021-07-18,Netherlands,68.62
2021-07-18,New Zealand,18.39
2021-07-18,Norway,59.01
2021-07-18,Poland,0.00
2021-07-18,Portugal,64.49
2021-07-18,Slovakia,40.53
2021-07-18,Slovenia,42.04
2021-07-18,South Korea,31.14
2021-07-18,Spain,63.08
2021-07-18,Sweden,59.48
2021-07-18,Switzerland,52.10
2021-07-18,Taiwan,21.23
2021-07-18,Turkey,45.82
2021-07-18,United Kingdom,67.90
2021-07-18,United States,55.88
