tDate,Country,VaccinatedRate
2022-02-05,Australia,84.55
2022-02-05,Austria,0.00
2022-02-05,Belgium,78.85
2022-02-05,Canada,85.11
2022-02-05,Chile,91.90
2022-02-05,China,0.00
2022-02-05,Colombia,79.18
2022-02-05,Costa Rica,0.00
2022-02-05,Czechia,64.65
2022-02-05,Denmark,83.35
2022-02-05,Estonia,64.54
2022-02-05,Finland,79.91
2022-02-05,France,82.35
2022-02-05,Germany,75.30
2022-02-05,Greece,75.14
2022-02-05,Hungary,0.00
2022-02-05,Iceland,0.00
2022-02-05,Ireland,80.85
2022-02-05,Israel,76.15
2022-02-05,Italy,83.43
2022-02-05,Japan,0.00
2022-02-05,Latvia,71.73
2022-02-05,Lithuania,72.26
2022-02-05,Luxembourg,75.13
2022-02-05,Mexico,0.00
2022-02-05,Netherlands,78.22
2022-02-05,New Zealand,0.00
2022-02-05,Norway,79.05
2022-02-05,Poland,59.23
2022-02-05,Portugal,94.35
2022-02-05,Slovakia,0.00
2022-02-05,Slovenia,60.71
2022-02-05,South Korea,86.24
2022-02-05,Spain,0.00
2022-02-05,Sweden,0.00
2022-02-05,Switzerland,69.71
2022-02-05,Taiwan,0.00
2022-02-05,Turkey,67.60
2022-02-05,United Kingdom,76.87
2022-02-05,United States,75.52
