Date,Country,VaccinatedRate
2022-04-18,Australia,86.29
2022-04-18,Canada,87.52
2022-04-18,China,0.00
2022-04-18,Costa Rica,85.35
2022-04-18,Czechia,64.85
2022-04-18,Denmark,83.25
2022-04-18,Estonia,64.90
2022-04-18,France,82.59
2022-04-18,Germany,75.96
2022-04-18,Greece,76.25
2022-04-18,Hungary,66.48
2022-04-18,Israel,76.29
2022-04-18,Italy,84.07
2022-04-18,Japan,81.68
2022-04-18,Latvia,72.01
2022-04-18,Lithuania,72.49
2022-04-18,New Zealand,88.19
2022-04-18,Norway,79.28
2022-04-18,Poland,59.88
2022-04-18,Slovenia,60.86
2022-04-18,South Korea,86.86
2022-04-18,Switzerland,69.76
2022-04-18,Taiwan,82.12
2022-04-18,Turkey,67.97
2022-04-18,United Kingdom,77.77
2022-04-18,United States,77.16
