tDate,Country,VaccinatedRate
2022-06-05,Australia,86.57
2022-06-05,Belgium,79.48
2022-06-05,Canada,85.99
2022-06-05,Chile,93.54
2022-06-05,China,0.00
2022-06-05,Czechia,64.93
2022-06-05,Denmark,83.14
2022-06-05,Estonia,65.07
2022-06-05,Finland,0.00
2022-06-05,France,83.17
2022-06-05,Germany,76.94
2022-06-05,Greece,76.33
2022-06-05,Hungary,0.00
2022-06-05,Ireland,82.03
2022-06-05,Israel,76.34
2022-06-05,Italy,84.13
2022-06-05,Japan,82.21
2022-06-05,Latvia,72.08
2022-06-05,Lithuania,72.56
2022-06-05,New Zealand,88.28
2022-06-05,Norway,79.39
2022-06-05,Poland,60.12
2022-06-05,Slovakia,51.68
2022-06-05,Slovenia,0.00
2022-06-05,South Korea,86.95
2022-06-05,Spain,0.00
2022-06-05,Sweden,0.00
2022-06-05,Switzerland,69.83
2022-06-05,Taiwan,87.65
2022-06-05,United States,77.73
