Date,Country,VaccinatedRate
2021-11-05,Australia,74.69
2021-11-05,Austria,65.93
2021-11-05,Belgium,75.14
2021-11-05,Canada,78.62
2021-11-05,Chile,86.38
2021-11-05,China,0.00
2021-11-05,Colombia,0.00
2021-11-05,Costa Rica,0.00
2021-11-05,Czechia,58.92
2021-11-05,Denmark,77.23
2021-11-05,Estonia,60.87
2021-11-05,Finland,76.42
2021-11-05,France,78.52
2021-11-05,Germany,69.06
2021-11-05,Greece,64.57
2021-11-05,Hungary,0.00
2021-11-05,Ireland,76.73
2021-11-05,Israel,71.07
2021-11-05,Italy,77.39
2021-11-05,Japan,0.00
2021-11-05,Latvia,64.16
2021-11-05,Lithuania,67.75
2021-11-05,Luxembourg,70.02
2021-11-05,Mexico,0.00
2021-11-05,Netherlands,0.00
2021-11-05,New Zealand,77.05
2021-11-05,Norway,77.08
2021-11-05,Poland,53.80
2021-11-05,Portugal,0.00
2021-11-05,Slovakia,46.13
2021-11-05,Slovenia,57.48
2021-11-05,South Korea,80.04
2021-11-05,Spain,0.00
2021-11-05,Sweden,71.49
2021-11-05,Switzerland,65.91
2021-11-05,Taiwan,73.09
2021-11-05,Turkey,65.37
2021-11-05,United Kingdom,73.60
2021-11-05,United States,67.29
