Date,Country,VaccinatedRate
2021-03-19,Australia,0.00
2021-03-19,Austria,10.81
2021-03-19,Belgium,8.87
2021-03-19,Canada,8.16
2021-03-19,Chile,29.08
2021-03-19,China,0.00
2021-03-19,Colombia,2.10
2021-03-19,Costa Rica,0.00
2021-03-19,Czechia,9.15
2021-03-19,Denmark,10.66
2021-03-19,Estonia,12.35
2021-03-19,Finland,12.64
2021-03-19,France,9.46
2021-03-19,Germany,8.78
2021-03-19,Greece,9.23
2021-03-19,Hungary,15.78
2021-03-19,Iceland,11.03
2021-03-19,Ireland,9.78
2021-03-19,Israel,58.74
2021-03-19,Italy,8.77
2021-03-19,Japan,0.44
2021-03-19,Latvia,5.39
2021-03-19,Lithuania,10.30
2021-03-19,Luxembourg,0.00
2021-03-19,Mexico,0.00
2021-03-19,Netherlands,0.00
2021-03-19,New Zealand,0.65
2021-03-19,Norway,9.45
2021-03-19,Poland,8.50
2021-03-19,Portugal,9.08
2021-03-19,Slovakia,9.40
2021-03-19,Slovenia,8.89
2021-03-19,South Korea,1.31
2021-03-19,Spain,0.00
2021-03-19,Sweden,0.00
2021-03-19,Switzerland,8.64
2021-03-19,Turkey,9.42
2021-03-19,United Kingdom,39.41
2021-03-19,United States,23.20
