tDate,Country,VaccinatedRate
2021-07-11,Australia,26.35
2021-07-11,Austria,55.89
2021-07-11,Belgium,65.44
2021-07-11,Canada,68.84
2021-07-11,Chile,68.93
2021-07-11,China,0.00
2021-07-11,Colombia,26.47
2021-07-11,Costa Rica,0.00
2021-07-11,Czechia,48.96
2021-07-11,Denmark,63.54
2021-07-11,Estonia,44.02
2021-07-11,Finland,62.73
2021-07-11,France,55.08
2021-07-11,Germany,58.23
2021-07-11,Greece,50.59
2021-07-11,Hungary,57.49
2021-07-11,Iceland,0.00
2021-07-11,Ireland,55.41
2021-07-11,Israel,65.20
2021-07-11,Italy,59.51
2021-07-11,Japan,32.59
2021-07-11,Latvia,37.64
2021-07-11,Lithuania,47.51
2021-07-11,Luxembourg,0.00
2021-07-11,Mexico,27.16
2021-07-11,Netherlands,67.92
2021-07-11,New Zealand,16.85
2021-07-11,Norway,56.37
2021-07-11,Poland,46.12
2021-07-11,Portugal,0.00
2021-07-11,Slovakia,39.48
2021-07-11,Slovenia,40.84
2021-07-11,South Korea,30.08
2021-07-11,Spain,59.89
2021-07-11,Sweden,56.13
2021-07-11,Switzerland,51.28
2021-07-11,Taiwan,14.64
2021-07-11,Turkey,44.46
2021-07-11,United Kingdom,67.33
2021-07-11,United States,55.31
