Date,Country,VaccinatedRate
2021-10-29,Australia,73.66
2021-10-29,Austria,65.20
2021-10-29,Belgium,74.89
2021-10-29,Canada,78.35
2021-10-29,Chile,85.83
2021-10-29,China,79.98
2021-10-29,Colombia,0.00
2021-10-29,Costa Rica,0.00
2021-10-29,Czechia,58.02
2021-10-29,Denmark,77.04
2021-10-29,Estonia,59.91
2021-10-29,Finland,76.12
2021-10-29,France,78.30
2021-10-29,Germany,68.80
2021-10-29,Greece,63.91
2021-10-29,Hungary,0.00
2021-10-29,Iceland,0.00
2021-10-29,Ireland,76.56
2021-10-29,Israel,70.94
2021-10-29,Italy,77.21
2021-10-29,Japan,0.00
2021-10-29,Latvia,61.81
2021-10-29,Lithuania,67.33
2021-10-29,Luxembourg,69.32
2021-10-29,Mexico,54.79
2021-10-29,Netherlands,0.00
2021-10-29,New Zealand,76.00
2021-10-29,Norway,76.93
2021-10-29,Poland,53.53
2021-10-29,Portugal,0.00
2021-10-29,Slovakia,45.94
2021-10-29,Slovenia,57.16
2021-10-29,South Korea,79.33
2021-10-29,Spain,81.37
2021-10-29,Sweden,71.35
2021-10-29,Switzerland,65.63
2021-10-29,Taiwan,71.06
2021-10-29,Turkey,65.09
2021-10-29,United Kingdom,73.19
2021-10-29,United States,66.69
