Date,Country,VaccinatedRate
2021-04-17,Australia,0.00
2021-04-17,Austria,19.88
2021-04-17,Belgium,20.33
2021-04-17,Canada,23.31
2021-04-17,Chile,40.30
2021-04-17,China,0.00
2021-04-17,Colombia,5.02
2021-04-17,Costa Rica,0.00
2021-04-17,Czechia,15.08
2021-04-17,Denmark,18.07
2021-04-17,Estonia,21.65
2021-04-17,Finland,0.00
2021-04-17,France,19.54
2021-04-17,Germany,19.42
2021-04-17,Greece,16.60
2021-04-17,Hungary,33.76
2021-04-17,Iceland,0.00
2021-04-17,Ireland,17.10
2021-04-17,Israel,60.78
2021-04-17,Italy,17.95
2021-04-17,Japan,0.99
2021-04-17,Latvia,11.89
2021-04-17,Lithuania,21.12
2021-04-17,Luxembourg,0.00
2021-04-17,Mexico,8.60
2021-04-17,Netherlands,0.00
2021-04-17,New Zealand,2.71
2021-04-17,Norway,19.80
2021-04-17,Poland,0.00
2021-04-17,Portugal,18.09
2021-04-17,Slovakia,17.52
2021-04-17,Slovenia,17.98
2021-04-17,South Korea,2.92
2021-04-17,Spain,0.00
2021-04-17,Sweden,0.00
2021-04-17,Switzerland,14.88
2021-04-17,Taiwan,0.14
2021-04-17,Turkey,14.29
2021-04-17,United Kingdom,48.16
2021-04-17,United States,38.90
