Date,Country,VaccinatedRate
2021-04-23,Australia,0.00
2021-04-23,Austria,22.58
2021-04-23,Belgium,23.36
2021-04-23,Canada,27.67
2021-04-23,Chile,41.40
2021-04-23,China,0.00
2021-04-23,Colombia,5.78
2021-04-23,Costa Rica,0.00
2021-04-23,Czechia,17.42
2021-04-23,Denmark,20.38
2021-04-23,Estonia,23.34
2021-04-23,Finland,26.77
2021-04-23,France,21.59
2021-04-23,Germany,22.73
2021-04-23,Greece,19.01
2021-04-23,Hungary,37.13
2021-04-23,Iceland,0.00
2021-04-23,Ireland,19.40
2021-04-23,Israel,61.16
2021-04-23,Italy,20.34
2021-04-23,Japan,1.66
2021-04-23,Latvia,13.67
2021-04-23,Lithuania,23.42
2021-04-23,Luxembourg,0.00
2021-04-23,Mexico,9.18
2021-04-23,Netherlands,0.00
2021-04-23,New Zealand,3.41
2021-04-23,Norway,22.69
2021-04-23,Poland,19.91
2021-04-23,Portugal,21.06
2021-04-23,Slovakia,18.52
2021-04-23,Slovenia,19.69
2021-04-23,South Korea,4.24
2021-04-23,Spain,22.26
2021-04-23,Sweden,0.00
2021-04-23,Switzerland,17.51
2021-04-23,Taiwan,0.18
2021-04-23,Turkey,15.22
2021-04-23,United Kingdom,49.15
2021-04-23,United States,41.22
