Date,Country,VaccinatedRate
2021-10-22,Australia,72.14
2021-10-22,Austria,64.66
2021-10-22,Belgium,74.67
2021-10-22,Canada,77.98
2021-10-22,Chile,85.02
2021-10-22,China,0.00
2021-10-22,Colombia,57.02
2021-10-22,Costa Rica,0.00
2021-10-22,Czechia,57.47
2021-10-22,Denmark,76.89
2021-10-22,Estonia,58.80
2021-10-22,Finland,75.72
2021-10-22,France,78.06
2021-10-22,Germany,68.52
2021-10-22,Greece,63.48
2021-10-22,Hungary,0.00
2021-10-22,Iceland,0.00
2021-10-22,Ireland,76.32
2021-10-22,Israel,70.78
2021-10-22,Italy,76.95
2021-10-22,Japan,0.00
2021-10-22,Latvia,58.52
2021-10-22,Lithuania,66.70
2021-10-22,Luxembourg,68.50
2021-10-22,Mexico,53.53
2021-10-22,Netherlands,0.00
2021-10-22,New Zealand,74.62
2021-10-22,Norway,76.83
2021-10-22,Poland,0.00
2021-10-22,Portugal,0.00
2021-10-22,Slovakia,45.74
2021-10-22,Slovenia,56.90
2021-10-22,South Korea,78.60
2021-10-22,Spain,0.00
2021-10-22,Sweden,0.00
2021-10-22,Switzerland,65.29
2021-10-22,Taiwan,65.21
2021-10-22,Turkey,64.81
2021-10-22,United Kingdom,72.79
2021-10-22,United States,66.12
