Date,Country,VaccinatedRate
2021-06-21,Australia,0.00
2021-06-21,Austria,50.01
2021-06-21,Belgium,55.69
2021-06-21,Canada,66.16
2021-06-21,Chile,63.27
2021-06-21,China,0.00
2021-06-21,Colombia,20.13
2021-06-21,Costa Rica,0.00
2021-06-21,Czechia,45.12
2021-06-21,Denmark,52.72
2021-06-21,Estonia,41.27
2021-06-21,Finland,55.72
2021-06-21,France,49.78
2021-06-21,Germany,51.17
2021-06-21,Greece,43.67
2021-06-21,Hungary,56.27
2021-06-21,Iceland,0.00
2021-06-21,Ireland,0.00
2021-06-21,Israel,62.58
2021-06-21,Italy,52.91
2021-06-21,Japan,21.42
2021-06-21,Latvia,34.32
2021-06-21,Lithuania,45.13
2021-06-21,Luxembourg,47.16
2021-06-21,Mexico,21.65
2021-06-21,Netherlands,0.00
2021-06-21,New Zealand,12.91
2021-06-21,Norway,40.51
2021-06-21,Poland,42.82
2021-06-21,Portugal,48.59
2021-06-21,Slovakia,36.08
2021-06-21,Slovenia,38.63
2021-06-21,South Korea,29.10
2021-06-21,Spain,50.15
2021-06-21,Sweden,0.00
2021-06-21,Switzerland,46.78
2021-06-21,Taiwan,6.66
2021-06-21,Turkey,34.16
2021-06-21,United Kingdom,63.26
2021-06-21,United States,53.27
