Date,Country,VaccinatedRate
2021-02-13,Austria,3.17
2021-02-13,Belgium,3.37
2021-02-13,Canada,2.54
2021-02-13,Chile,9.71
2021-02-13,China,0.00
2021-02-13,Costa Rica,0.00
2021-02-13,Czechia,2.74
2021-02-13,Denmark,3.83
2021-02-13,Estonia,3.47
2021-02-13,Finland,3.72
2021-02-13,France,3.65
2021-02-13,Germany,3.24
2021-02-13,Greece,3.58
2021-02-13,Hungary,3.48
2021-02-13,Iceland,0.00
2021-02-13,Ireland,3.55
2021-02-13,Israel,43.67
2021-02-13,Italy,2.86
2021-02-13,Latvia,1.14
2021-02-13,Lithuania,3.70
2021-02-13,Luxembourg,0.00
2021-02-13,Mexico,0.49
2021-02-13,Netherlands,0.00
2021-02-13,Norway,4.39
2021-02-13,Poland,3.88
2021-02-13,Portugal,3.44
2021-02-13,Slovakia,4.13
2021-02-13,Slovenia,3.55
2021-02-13,Spain,0.00
2021-02-13,Sweden,0.00
2021-02-13,Switzerland,4.81
2021-02-13,Turkey,3.83
2021-02-13,United Kingdom,22.08
2021-02-13,United States,11.13
