tDate,Country,VaccinatedRate
2022-05-27,Australia,86.53
2022-05-27,Belgium,79.46
2022-05-27,Canada,86.72
2022-05-27,Chile,93.47
2022-05-27,China,0.00
2022-05-27,Czechia,64.92
2022-05-27,Denmark,83.15
2022-05-27,Estonia,65.05
2022-05-27,Finland,0.00
2022-05-27,France,83.15
2022-05-27,Germany,76.93
2022-05-27,Greece,76.32
2022-05-27,Hungary,0.00
2022-05-27,Ireland,82.00
2022-05-27,Israel,76.33
2022-05-27,Italy,84.13
2022-05-27,Japan,82.15
2022-05-27,Latvia,72.06
2022-05-27,Lithuania,72.56
2022-05-27,Luxembourg,75.77
2022-05-27,New Zealand,88.26
2022-05-27,Norway,79.37
2022-05-27,Poland,60.10
2022-05-27,Slovakia,0.00
2022-05-27,Slovenia,60.88
2022-05-27,South Korea,86.94
2022-05-27,Switzerland,69.82
2022-05-27,Taiwan,85.45
2022-05-27,Turkey,68.01
2022-05-27,United States,77.68
