tDate,Country,VaccinatedRate
2022-06-24,Australia,86.65
2022-06-24,Belgium,79.50
2022-06-24,Chile,93.68
2022-06-24,China,0.00
2022-06-24,Colombia,82.74
2022-06-24,Czechia,64.95
2022-06-24,Denmark,83.09
2022-06-24,Estonia,65.12
2022-06-24,Finland,0.00
2022-06-24,France,83.23
2022-06-24,Germany,77.11
2022-06-24,Greece,76.35
2022-06-24,Hungary,0.00
2022-06-24,Ireland,82.08
2022-06-24,Israel,76.36
2022-06-24,Italy,84.15
2022-06-24,Japan,82.28
2022-06-24,Latvia,72.09
2022-06-24,Lithuania,0.00
2022-06-24,Luxembourg,75.81
2022-06-24,Mexico,67.81
2022-06-24,New Zealand,88.31
2022-06-24,Norway,79.43
2022-06-24,Poland,60.15
2022-06-24,Slovakia,0.00
2022-06-24,Slovenia,60.89
2022-06-24,South Korea,86.97
2022-06-24,Switzerland,69.85
2022-06-24,Taiwan,88.72
2022-06-24,Turkey,68.03
