Date,Country,VaccinatedRate
2021-08-15,Australia,38.17
2021-08-15,Austria,59.71
2021-08-15,Belgium,71.33
2021-08-15,Canada,71.97
2021-08-15,Chile,73.97
2021-08-15,China,0.00
2021-08-15,Colombia,40.46
2021-08-15,Costa Rica,0.00
2021-08-15,Czechia,54.29
2021-08-15,Denmark,74.55
2021-08-15,Estonia,52.16
2021-08-15,Finland,69.41
2021-08-15,France,70.73
2021-08-15,Germany,62.73
2021-08-15,Greece,56.30
2021-08-15,Hungary,58.93
2021-08-15,Ireland,70.54
2021-08-15,Israel,66.54
2021-08-15,Italy,67.44
2021-08-15,Japan,49.73
2021-08-15,Latvia,43.55
2021-08-15,Lithuania,57.82
2021-08-15,Luxembourg,0.00
2021-08-15,Mexico,41.69
2021-08-15,Netherlands,69.33
2021-08-15,New Zealand,32.71
2021-08-15,Norway,68.98
2021-08-15,Poland,49.85
2021-08-15,Portugal,76.07
2021-08-15,Slovakia,42.54
2021-08-15,Slovenia,45.93
2021-08-15,South Korea,43.21
2021-08-15,Spain,74.27
2021-08-15,Sweden,64.62
2021-08-15,Switzerland,54.95
2021-08-15,Taiwan,38.41
2021-08-15,Turkey,51.68
2021-08-15,United Kingdom,69.40
2021-08-15,United States,59.50
