tDate,Country,VaccinatedRate
2021-11-21,Australia,76.73
2021-11-21,Austria,68.98
2021-11-21,Belgium,75.71
2021-11-21,Canada,79.21
2021-11-21,Chile,87.38
2021-11-21,China,0.00
2021-11-21,Colombia,68.49
2021-11-21,Costa Rica,0.00
2021-11-21,Czechia,60.79
2021-11-21,Denmark,78.12
2021-11-21,Estonia,62.03
2021-11-21,Finland,76.96
2021-11-21,France,79.09
2021-11-21,Germany,69.90
2021-11-21,Greece,66.59
2021-11-21,Hungary,62.53
2021-11-21,Iceland,0.00
2021-11-21,Ireland,77.21
2021-11-21,Israel,71.29
2021-11-21,Italy,77.81
2021-11-21,Japan,78.97
2021-11-21,Latvia,67.21
2021-11-21,Lithuania,68.87
2021-11-21,Luxembourg,69.97
2021-11-21,Mexico,58.24
2021-11-21,Netherlands,76.98
2021-11-21,New Zealand,79.05
2021-11-21,Norway,77.39
2021-11-21,Poland,54.57
2021-11-21,Portugal,0.00
2021-11-21,Slovakia,47.54
2021-11-21,Slovenia,58.76
2021-11-21,South Korea,81.52
2021-11-21,Spain,81.80
2021-11-21,Sweden,0.00
2021-11-21,Switzerland,66.74
2021-11-21,Taiwan,0.00
2021-11-21,Turkey,65.89
2021-11-21,United Kingdom,74.45
2021-11-21,United States,69.41
