tDate,Country,VaccinatedRate
2021-07-21,Australia,28.99
2021-07-21,Austria,57.46
2021-07-21,Belgium,67.43
2021-07-21,Canada,69.92
2021-07-21,Chile,71.07
2021-07-21,China,0.00
2021-07-21,Colombia,0.00
2021-07-21,Costa Rica,0.00
2021-07-21,Czechia,51.01
2021-07-21,Denmark,69.11
2021-07-21,Estonia,45.94
2021-07-21,Finland,64.78
2021-07-21,France,59.25
2021-07-21,Germany,60.06
2021-07-21,Greece,53.28
2021-07-21,Hungary,57.95
2021-07-21,Iceland,0.00
2021-07-21,Ireland,60.73
2021-07-21,Israel,65.45
2021-07-21,Italy,61.20
2021-07-21,Japan,37.52
2021-07-21,Latvia,39.60
2021-07-21,Lithuania,49.26
2021-07-21,Luxembourg,61.11
2021-07-21,Mexico,30.50
2021-07-21,Netherlands,0.00
2021-07-21,New Zealand,19.47
2021-07-21,Norway,60.75
2021-07-21,Poland,47.34
2021-07-21,Portugal,65.60
2021-07-21,Slovakia,40.80
2021-07-21,Slovenia,42.61
2021-07-21,South Korea,32.01
2021-07-21,Spain,64.64
2021-07-21,Sweden,0.00
2021-07-21,Switzerland,52.53
2021-07-21,Taiwan,23.97
2021-07-21,Turkey,46.03
2021-07-21,United Kingdom,68.08
2021-07-21,United States,56.12
