Date,Country,VaccinatedRate
2021-02-12,Austria,3.11
2021-02-12,Belgium,3.37
2021-02-12,Canada,2.51
2021-02-12,Chile,9.56
2021-02-12,China,0.00
2021-02-12,Costa Rica,0.00
2021-02-12,Czechia,2.72
2021-02-12,Denmark,3.72
2021-02-12,Estonia,3.46
2021-02-12,Finland,3.56
2021-02-12,France,3.62
2021-02-12,Germany,3.17
2021-02-12,Greece,3.54
2021-02-12,Hungary,3.43
2021-02-12,Iceland,4.10
2021-02-12,Ireland,3.52
2021-02-12,Israel,43.36
2021-02-12,Italy,2.79
2021-02-12,Latvia,1.13
2021-02-12,Lithuania,3.69
2021-02-12,Luxembourg,0.00
2021-02-12,Mexico,0.49
2021-02-12,Netherlands,0.00
2021-02-12,Norway,4.38
2021-02-12,Poland,3.83
2021-02-12,Portugal,3.34
2021-02-12,Slovakia,4.06
2021-02-12,Slovenia,3.52
2021-02-12,Spain,0.00
2021-02-12,Sweden,0.00
2021-02-12,Switzerland,4.77
2021-02-12,Turkey,3.61
2021-02-12,United Kingdom,21.34
2021-02-12,United States,10.76
