tDate,Country,VaccinatedRate
2022-11-07,Austria,76.21
2022-11-07,Canada,89.16
2022-11-07,Chile,94.09
2022-11-07,China,0.00
2022-11-07,Czechia,65.05
2022-11-07,Denmark,82.69
2022-11-07,Estonia,65.50
2022-11-07,France,83.45
2022-11-07,Germany,77.24
2022-11-07,Greece,76.47
2022-11-07,Ireland,82.30
2022-11-07,Israel,76.45
2022-11-07,Italy,84.24
2022-11-07,Japan,82.74
2022-11-07,Lithuania,72.71
2022-11-07,Norway,79.53
2022-11-07,Poland,60.35
2022-11-07,South Korea,87.07
2022-11-07,Switzerland,69.93
2022-11-07,Taiwan,91.32
