tDate,Country,VaccinatedRate
2021-12-16,Australia,78.68
2021-12-16,Austria,72.17
2021-12-16,Belgium,76.37
2021-12-16,Canada,82.34
2021-12-16,Chile,89.18
2021-12-16,China,0.00
2021-12-16,Colombia,0.00
2021-12-16,Costa Rica,0.00
2021-12-16,Czechia,63.10
2021-12-16,Denmark,81.21
2021-12-16,Estonia,63.07
2021-12-16,France,80.18
2021-12-16,Germany,72.45
2021-12-16,Greece,70.38
2021-12-16,Hungary,64.44
2021-12-16,Iceland,83.65
2021-12-16,Ireland,77.86
2021-12-16,Israel,73.26
2021-12-16,Italy,79.16
2021-12-16,Japan,79.43
2021-12-16,Latvia,69.58
2021-12-16,Lithuania,70.55
2021-12-16,Luxembourg,72.03
2021-12-16,Mexico,62.79
2021-12-16,Netherlands,0.00
2021-12-16,New Zealand,81.47
2021-12-16,Norway,78.13
2021-12-16,Poland,56.31
2021-12-16,Portugal,89.04
2021-12-16,Slovakia,49.41
2021-12-16,Slovenia,59.69
2021-12-16,South Korea,83.60
2021-12-16,Spain,82.59
2021-12-16,Sweden,75.77
2021-12-16,Switzerland,68.04
2021-12-16,Taiwan,77.81
2021-12-16,Turkey,66.57
2021-12-16,United Kingdom,75.35
2021-12-16,United States,72.20
