tDate,Country,VaccinatedRate
2021-10-11,Australia,68.80
2021-10-11,Austria,64.09
2021-10-11,Belgium,74.32
2021-10-11,Canada,77.20
2021-10-11,Chile,82.94
2021-10-11,China,0.00
2021-10-11,Colombia,54.65
2021-10-11,Costa Rica,68.60
2021-10-11,Czechia,57.03
2021-10-11,Denmark,76.71
2021-10-11,Estonia,57.80
2021-10-11,Finland,0.00
2021-10-11,France,77.58
2021-10-11,Germany,68.00
2021-10-11,Greece,62.72
2021-10-11,Hungary,61.36
2021-10-11,Iceland,0.00
2021-10-11,Ireland,76.01
2021-10-11,Israel,70.45
2021-10-11,Italy,75.98
2021-10-11,Japan,74.30
2021-10-11,Latvia,51.96
2021-10-11,Lithuania,65.76
2021-10-11,Luxembourg,67.24
2021-10-11,Mexico,51.19
2021-10-11,Netherlands,0.00
2021-10-11,New Zealand,71.29
2021-10-11,Norway,76.61
2021-10-11,Poland,0.00
2021-10-11,Portugal,88.34
2021-10-11,Slovakia,45.42
2021-10-11,Slovenia,56.51
2021-10-11,South Korea,77.29
2021-10-11,Spain,0.00
2021-10-11,Sweden,0.00
2021-10-11,Switzerland,64.46
2021-10-11,Taiwan,57.68
2021-10-11,Turkey,64.16
2021-10-11,United Kingdom,72.16
2021-10-11,United States,65.41
