tDate,Country,VaccinatedRate
2022-01-03,Australia,79.35
2022-01-03,Austria,73.26
2022-01-03,Belgium,76.64
2022-01-03,Canada,83.43
2022-01-03,Chile,90.16
2022-01-03,China,0.00
2022-01-03,Colombia,74.94
2022-01-03,Costa Rica,76.93
2022-01-03,Czechia,63.66
2022-01-03,Denmark,82.76
2022-01-03,Estonia,63.62
2022-01-03,Finland,78.45
2022-01-03,France,80.94
2022-01-03,Germany,73.64
2022-01-03,Greece,72.24
2022-01-03,Hungary,65.06
2022-01-03,Iceland,0.00
2022-01-03,Ireland,78.19
2022-01-03,Israel,74.95
2022-01-03,Italy,80.30
2022-01-03,Japan,80.28
2022-01-03,Latvia,70.39
2022-01-03,Lithuania,71.35
2022-01-03,Netherlands,0.00
2022-01-03,New Zealand,81.79
2022-01-03,Norway,78.40
2022-01-03,Poland,57.41
2022-01-03,Portugal,90.62
2022-01-03,Slovakia,49.88
2022-01-03,Slovenia,60.17
2022-01-03,South Korea,85.39
2022-01-03,Spain,85.27
2022-01-03,Sweden,0.00
2022-01-03,Switzerland,68.59
2022-01-03,Taiwan,78.49
2022-01-03,Turkey,66.98
2022-01-03,United Kingdom,75.98
2022-01-03,United States,73.74
