Date,Country,VaccinatedRate
2021-04-21,Australia,0.00
2021-04-21,Austria,21.28
2021-04-21,Belgium,22.02
2021-04-21,Canada,25.85
2021-04-21,Chile,40.90
2021-04-21,China,0.00
2021-04-21,Colombia,5.56
2021-04-21,Costa Rica,0.00
2021-04-21,Czechia,16.45
2021-04-21,Denmark,19.51
2021-04-21,Estonia,22.29
2021-04-21,Finland,25.79
2021-04-21,France,20.70
2021-04-21,Germany,21.47
2021-04-21,Greece,18.09
2021-04-21,Hungary,35.49
2021-04-21,Iceland,0.00
2021-04-21,Ireland,18.16
2021-04-21,Israel,61.06
2021-04-21,Italy,19.45
2021-04-21,Japan,1.35
2021-04-21,Latvia,12.80
2021-04-21,Lithuania,22.22
2021-04-21,Luxembourg,19.40
2021-04-21,Mexico,8.92
2021-04-21,Netherlands,0.00
2021-04-21,New Zealand,3.11
2021-04-21,Norway,21.40
2021-04-21,Poland,18.73
2021-04-21,Portugal,20.49
2021-04-21,Slovakia,18.20
2021-04-21,Slovenia,18.78
2021-04-21,South Korea,3.68
2021-04-21,Spain,21.15
2021-04-21,Sweden,0.00
2021-04-21,Switzerland,16.40
2021-04-21,Taiwan,0.15
2021-04-21,Turkey,14.81
2021-04-21,United Kingdom,48.76
2021-04-21,United States,40.38
