Date,Country,VaccinatedRate
2021-06-11,Australia,19.28
2021-06-11,Austria,46.51
2021-06-11,Belgium,48.19
2021-06-11,Canada,63.56
2021-06-11,Chile,60.69
2021-06-11,China,0.00
2021-06-11,Colombia,17.51
2021-06-11,Costa Rica,0.00
2021-06-11,Czechia,41.99
2021-06-11,Denmark,45.66
2021-06-11,Estonia,39.22
2021-06-11,Finland,49.47
2021-06-11,France,46.18
2021-06-11,Germany,47.84
2021-06-11,Greece,40.12
2021-06-11,Hungary,0.00
2021-06-11,Iceland,62.61
2021-06-11,Ireland,0.00
2021-06-11,Israel,62.32
2021-06-11,Italy,47.54
2021-06-11,Japan,16.21
2021-06-11,Latvia,32.24
2021-06-11,Lithuania,43.33
2021-06-11,Luxembourg,41.48
2021-06-11,Mexico,19.85
2021-06-11,Netherlands,0.00
2021-06-11,New Zealand,10.97
2021-06-11,Norway,36.13
2021-06-11,Poland,40.54
2021-06-11,Portugal,43.57
2021-06-11,Slovakia,34.50
2021-06-11,Slovenia,36.88
2021-06-11,South Korea,22.06
2021-06-11,Spain,0.00
2021-06-11,Sweden,0.00
2021-06-11,Switzerland,42.12
2021-06-11,Taiwan,3.35
2021-06-11,Turkey,22.75
2021-06-11,United Kingdom,60.55
2021-06-11,United States,51.89
