Date,Country,VaccinatedRate
2021-08-12,Australia,36.81
2021-08-12,Austria,59.53
2021-08-12,Belgium,71.14
2021-08-12,Canada,71.77
2021-08-12,Chile,73.95
2021-08-12,China,0.00
2021-08-12,Colombia,39.82
2021-08-12,Costa Rica,0.00
2021-08-12,Czechia,54.13
2021-08-12,Denmark,74.29
2021-08-12,Estonia,51.53
2021-08-12,Finland,0.00
2021-08-12,France,70.04
2021-08-12,Germany,62.46
2021-08-12,Greece,56.15
2021-08-12,Hungary,58.84
2021-08-12,Ireland,69.61
2021-08-12,Israel,66.39
2021-08-12,Italy,67.01
2021-08-12,Japan,48.99
2021-08-12,Latvia,43.16
2021-08-12,Lithuania,57.26
2021-08-12,Luxembourg,62.77
2021-08-12,Mexico,40.40
2021-08-12,Netherlands,0.00
2021-08-12,New Zealand,31.07
2021-08-12,Norway,68.84
2021-08-12,Poland,49.63
2021-08-12,Portugal,73.88
2021-08-12,Slovakia,42.35
2021-08-12,Slovenia,45.75
2021-08-12,South Korea,42.43
2021-08-12,Spain,73.71
2021-08-12,Sweden,0.00
2021-08-12,Switzerland,54.71
2021-08-12,Taiwan,37.76
2021-08-12,Turkey,50.92
2021-08-12,United Kingdom,69.22
2021-08-12,United States,59.03
