Date,Country,VaccinatedRate
2021-08-30,Australia,46.69
2021-08-30,Austria,60.80
2021-08-30,Belgium,72.36
2021-08-30,Canada,73.28
2021-08-30,Chile,74.97
2021-08-30,China,0.00
2021-08-30,Colombia,45.73
2021-08-30,Costa Rica,59.53
2021-08-30,Czechia,55.39
2021-08-30,Denmark,75.78
2021-08-30,Estonia,54.78
2021-08-30,Finland,0.00
2021-08-30,France,74.01
2021-08-30,Germany,64.61
2021-08-30,Greece,58.17
2021-08-30,Hungary,59.73
2021-08-30,Iceland,0.00
2021-08-30,Ireland,73.93
2021-08-30,Israel,67.98
2021-08-30,Italy,70.41
2021-08-30,Japan,56.64
2021-08-30,Latvia,45.92
2021-08-30,Lithuania,61.52
2021-08-30,Luxembourg,0.00
2021-08-30,Mexico,44.37
2021-08-30,Netherlands,0.00
2021-08-30,New Zealand,45.93
2021-08-30,Norway,70.63
2021-08-30,Poland,50.95
2021-08-30,Portugal,84.66
2021-08-30,Slovakia,43.83
2021-08-30,Slovenia,47.61
2021-08-30,South Korea,56.02
2021-08-30,Spain,77.94
2021-08-30,Sweden,0.00
2021-08-30,Switzerland,56.99
2021-08-30,Taiwan,42.04
2021-08-30,Turkey,56.36
2021-08-30,United Kingdom,70.44
2021-08-30,United States,61.50
