tDate,Country,VaccinatedRate
2022-08-14,Australia,86.90
2022-08-14,Austria,76.10
2022-08-14,Belgium,79.55
2022-08-14,Chile,93.93
2022-08-14,China,0.00
2022-08-14,Czechia,65.00
2022-08-14,Denmark,82.95
2022-08-14,Estonia,65.29
2022-08-14,Finland,0.00
2022-08-14,France,83.35
2022-08-14,Germany,77.17
2022-08-14,Greece,76.41
2022-08-14,Hungary,0.00
2022-08-14,Ireland,82.17
2022-08-14,Israel,76.41
2022-08-14,Italy,84.19
2022-08-14,Japan,82.52
2022-08-14,Lithuania,0.00
2022-08-14,New Zealand,88.38
2022-08-14,Norway,0.00
2022-08-14,Poland,60.21
2022-08-14,South Korea,87.02
2022-08-14,Spain,0.00
2022-08-14,Sweden,0.00
2022-08-14,Switzerland,69.91
2022-08-14,Taiwan,89.62
2022-08-14,Turkey,68.09
2022-08-14,United States,78.79
