Date,Country,VaccinatedRate
2021-01-07,Austria,0.12
2021-01-07,Belgium,0.13
2021-01-07,Canada,0.57
2021-01-07,Chile,0.06
2021-01-07,China,0.00
2021-01-07,Costa Rica,0.00
2021-01-07,Czechia,0.34
2021-01-07,Denmark,1.73
2021-01-07,Estonia,0.60
2021-01-07,Finland,0.00
2021-01-07,France,0.07
2021-01-07,Germany,0.61
2021-01-07,Greece,0.25
2021-01-07,Hungary,0.00
2021-01-07,Iceland,0.00
2021-01-07,Ireland,0.00
2021-01-07,Israel,20.23
2021-01-07,Italy,0.72
2021-01-07,Latvia,0.29
2021-01-07,Lithuania,0.67
2021-01-07,Luxembourg,0.00
2021-01-07,Mexico,0.04
2021-01-07,Norway,0.39
2021-01-07,Poland,0.50
2021-01-07,Portugal,0.71
2021-01-07,Slovakia,0.25
2021-01-07,Slovenia,1.29
2021-01-07,Spain,0.44
2021-01-07,Sweden,0.00
2021-01-07,Switzerland,0.32
2021-01-07,United Kingdom,0.00
2021-01-07,United States,1.78
