tDate,Country,VaccinatedRate
2022-01-09,Australia,79.61
2022-01-09,Austria,73.61
2022-01-09,Belgium,76.90
2022-01-09,Canada,83.81
2022-01-09,Chile,90.56
2022-01-09,China,0.00
2022-01-09,Colombia,75.72
2022-01-09,Costa Rica,0.00
2022-01-09,Czechia,63.95
2022-01-09,Denmark,83.02
2022-01-09,Estonia,63.88
2022-01-09,Finland,0.00
2022-01-09,France,81.34
2022-01-09,Germany,74.01
2022-01-09,Greece,72.72
2022-01-09,Hungary,65.32
2022-01-09,Iceland,0.00
2022-01-09,Ireland,78.87
2022-01-09,Israel,75.48
2022-01-09,Italy,81.03
2022-01-09,Japan,0.00
2022-01-09,Latvia,70.79
2022-01-09,Lithuania,71.67
2022-01-09,Luxembourg,73.78
2022-01-09,Netherlands,0.00
2022-01-09,New Zealand,81.90
2022-01-09,Norway,78.55
2022-01-09,Poland,57.80
2022-01-09,Portugal,0.00
2022-01-09,Slovakia,0.00
2022-01-09,Slovenia,60.32
2022-01-09,South Korea,85.62
2022-01-09,Spain,85.75
2022-01-09,Sweden,0.00
2022-01-09,Switzerland,68.87
2022-01-09,Taiwan,0.00
2022-01-09,Turkey,67.14
2022-01-09,United Kingdom,76.20
2022-01-09,United States,74.36
