tDate,Country,VaccinatedRate
2021-08-24,Australia,43.12
2021-08-24,Austria,60.38
2021-08-24,Belgium,71.97
2021-08-24,Canada,72.72
2021-08-24,Chile,74.72
2021-08-24,China,0.00
2021-08-24,Colombia,43.50
2021-08-24,Czechia,55.00
2021-08-24,Denmark,75.40
2021-08-24,Estonia,53.76
2021-08-24,Finland,71.24
2021-08-24,France,72.92
2021-08-24,Germany,63.90
2021-08-24,Greece,57.20
2021-08-24,Hungary,59.26
2021-08-24,Iceland,0.00
2021-08-24,Ireland,72.83
2021-08-24,Israel,67.39
2021-08-24,Italy,69.23
2021-08-24,Japan,54.04
2021-08-24,Latvia,45.01
2021-08-24,Lithuania,60.36
2021-08-24,Luxembourg,63.55
2021-08-24,Mexico,43.56
2021-08-24,Netherlands,0.00
2021-08-24,New Zealand,38.72
2021-08-24,Norway,69.76
2021-08-24,Poland,50.51
2021-08-24,Portugal,81.82
2021-08-24,Slovakia,43.21
2021-08-24,Slovenia,46.90
2021-08-24,South Korea,51.55
2021-08-24,Spain,76.91
2021-08-24,Sweden,66.97
2021-08-24,Switzerland,56.05
2021-08-24,Taiwan,40.25
2021-08-24,Turkey,54.85
2021-08-24,United Kingdom,70.07
2021-08-24,United States,60.69
