Date,Country,VaccinatedRate
2022-08-08,Australia,86.88
2022-08-08,Austria,76.09
2022-08-08,Chile,93.90
2022-08-08,China,0.00
2022-08-08,Czechia,64.99
2022-08-08,Denmark,82.97
2022-08-08,Estonia,65.26
2022-08-08,France,83.35
2022-08-08,Germany,77.16
2022-08-08,Greece,76.41
2022-08-08,Hungary,0.00
2022-08-08,Israel,76.40
2022-08-08,Italy,84.19
2022-08-08,Japan,82.49
2022-08-08,Lithuania,72.63
2022-08-08,Norway,79.47
2022-08-08,Poland,60.20
2022-08-08,South Korea,87.01
2022-08-08,Taiwan,89.49
2022-08-08,Turkey,68.08
