Date,Country,VaccinatedRate
2021-01-08,Austria,0.27
2021-01-08,Belgium,0.21
2021-01-08,Canada,0.68
2021-01-08,Chile,0.06
2021-01-08,China,0.00
2021-01-08,Costa Rica,0.19
2021-01-08,Czechia,0.43
2021-01-08,Denmark,1.87
2021-01-08,Estonia,0.77
2021-01-08,Finland,0.00
2021-01-08,France,0.13
2021-01-08,Germany,0.69
2021-01-08,Greece,0.34
2021-01-08,Hungary,0.00
2021-01-08,Iceland,0.00
2021-01-08,Ireland,0.00
2021-01-08,Israel,20.98
2021-01-08,Italy,0.88
2021-01-08,Latvia,0.34
2021-01-08,Lithuania,0.86
2021-01-08,Luxembourg,0.00
2021-01-08,Mexico,0.05
2021-01-08,Norway,0.42
2021-01-08,Poland,0.53
2021-01-08,Portugal,0.73
2021-01-08,Slovakia,0.38
2021-01-08,Slovenia,1.45
2021-01-08,Spain,0.59
2021-01-08,Sweden,0.00
2021-01-08,Switzerland,0.39
2021-01-08,United Kingdom,0.00
2021-01-08,United States,2.01
