Date,Country,VaccinatedRate
2021-09-27,Australia,63.00
2021-09-27,Austria,63.20
2021-09-27,Belgium,73.72
2021-09-27,Canada,76.51
2021-09-27,Chile,78.63
2021-09-27,China,0.00
2021-09-27,Colombia,51.10
2021-09-27,Costa Rica,66.30
2021-09-27,Czechia,56.65
2021-09-27,Denmark,76.58
2021-09-27,Estonia,57.03
2021-09-27,Finland,0.00
2021-09-27,France,76.74
2021-09-27,Germany,67.24
2021-09-27,Greece,61.95
2021-09-27,Hungary,61.05
2021-09-27,Iceland,0.00
2021-09-27,Ireland,75.60
2021-09-27,Israel,69.38
2021-09-27,Italy,74.50
2021-09-27,Japan,69.53
2021-09-27,Latvia,48.81
2021-09-27,Lithuania,64.67
2021-09-27,Mexico,48.79
2021-09-27,Netherlands,0.00
2021-09-27,New Zealand,66.93
2021-09-27,Norway,75.77
2021-09-27,Poland,52.30
2021-09-27,Portugal,87.83
2021-09-27,Slovakia,44.75
2021-09-27,Slovenia,53.82
2021-09-27,South Korea,74.32
2021-09-27,Spain,80.50
2021-09-27,Sweden,0.00
2021-09-27,Switzerland,63.03
2021-09-27,Taiwan,52.62
2021-09-27,Turkey,62.98
2021-09-27,United Kingdom,71.50
2021-09-27,United States,64.18
