tDate,Country,VaccinatedRate
2021-09-08,Australia,52.00
2021-09-08,Austria,61.66
2021-09-08,Belgium,72.90
2021-09-08,Canada,74.13
2021-09-08,Chile,75.32
2021-09-08,China,0.00
2021-09-08,Colombia,0.00
2021-09-08,Costa Rica,59.77
2021-09-08,Czechia,55.86
2021-09-08,Denmark,76.15
2021-09-08,Estonia,55.63
2021-09-08,Finland,73.25
2021-09-08,France,75.29
2021-09-08,Germany,65.64
2021-09-08,Greece,59.78
2021-09-08,Hungary,60.52
2021-09-08,Iceland,0.00
2021-09-08,Ireland,74.72
2021-09-08,Israel,68.54
2021-09-08,Italy,72.04
2021-09-08,Japan,61.68
2021-09-08,Latvia,46.75
2021-09-08,Lithuania,62.79
2021-09-08,Luxembourg,65.35
2021-09-08,Mexico,0.00
2021-09-08,Netherlands,0.00
2021-09-08,New Zealand,0.00
2021-09-08,Norway,72.20
2021-09-08,Poland,51.46
2021-09-08,Portugal,86.38
2021-09-08,Slovakia,43.91
2021-09-08,Slovenia,48.78
2021-09-08,South Korea,61.19
2021-09-08,Spain,79.30
2021-09-08,Sweden,68.70
2021-09-08,Switzerland,58.52
2021-09-08,Taiwan,44.65
2021-09-08,Turkey,59.56
2021-09-08,United Kingdom,70.88
2021-09-08,United States,62.49
