tDate,Country,VaccinatedRate
2022-06-26,Australia,86.66
2022-06-26,Austria,0.00
2022-06-26,Belgium,79.50
2022-06-26,Canada,86.10
2022-06-26,Chile,93.68
2022-06-26,China,0.00
2022-06-26,Czechia,64.95
2022-06-26,Denmark,83.08
2022-06-26,Estonia,65.13
2022-06-26,Finland,0.00
2022-06-26,France,83.23
2022-06-26,Germany,77.11
2022-06-26,Greece,76.36
2022-06-26,Hungary,0.00
2022-06-26,Ireland,82.09
2022-06-26,Israel,76.36
2022-06-26,Italy,84.15
2022-06-26,Japan,82.29
2022-06-26,Latvia,72.09
2022-06-26,Lithuania,72.58
2022-06-26,Luxembourg,0.00
2022-06-26,New Zealand,88.31
2022-06-26,Norway,79.43
2022-06-26,Poland,60.15
2022-06-26,Slovakia,51.69
2022-06-26,Slovenia,0.00
2022-06-26,South Korea,86.97
2022-06-26,Spain,0.00
2022-06-26,Switzerland,0.00
2022-06-26,Taiwan,88.73
2022-06-26,Turkey,0.00
2022-06-26,United States,78.07
