Date,Country,VaccinatedRate
2021-05-27,Australia,13.28
2021-05-27,Austria,39.29
2021-05-27,Belgium,39.29
2021-05-27,Canada,53.95
2021-05-27,Chile,54.01
2021-05-27,China,0.00
2021-05-27,Colombia,0.00
2021-05-27,Costa Rica,0.00
2021-05-27,Czechia,34.86
2021-05-27,Denmark,34.90
2021-05-27,Estonia,34.58
2021-05-27,Finland,0.00
2021-05-27,France,38.17
2021-05-27,Germany,41.82
2021-05-27,Greece,33.50
2021-05-27,Hungary,52.78
2021-05-27,Iceland,49.39
2021-05-27,Ireland,0.00
2021-05-27,Israel,61.99
2021-05-27,Italy,37.28
2021-05-27,Japan,8.29
2021-05-27,Latvia,27.84
2021-05-27,Lithuania,36.86
2021-05-27,Luxembourg,35.31
2021-05-27,Mexico,0.00
2021-05-27,Netherlands,0.00
2021-05-27,New Zealand,8.09
2021-05-27,Norway,30.27
2021-05-27,Poland,35.20
2021-05-27,Portugal,36.85
2021-05-27,Slovakia,30.69
2021-05-27,Slovenia,31.37
2021-05-27,South Korea,9.06
2021-05-27,Spain,37.88
2021-05-27,Sweden,0.00
2021-05-27,Switzerland,33.81
2021-05-27,Taiwan,0.00
2021-05-27,Turkey,19.26
2021-05-27,United Kingdom,56.99
2021-05-27,United States,49.78
