Date,Country,VaccinatedRate
2021-04-15,Australia,0.00
2021-04-15,Austria,18.90
2021-04-15,Belgium,19.22
2021-04-15,Canada,21.94
2021-04-15,Chile,39.96
2021-04-15,China,0.00
2021-04-15,Colombia,0.00
2021-04-15,Costa Rica,0.00
2021-04-15,Czechia,14.51
2021-04-15,Denmark,17.44
2021-04-15,Estonia,20.93
2021-04-15,Finland,22.18
2021-04-15,France,18.74
2021-04-15,Germany,18.43
2021-04-15,Greece,15.62
2021-04-15,Hungary,0.00
2021-04-15,Iceland,0.00
2021-04-15,Ireland,0.00
2021-04-15,Israel,60.73
2021-04-15,Italy,17.03
2021-04-15,Japan,0.95
2021-04-15,Latvia,11.08
2021-04-15,Lithuania,20.45
2021-04-15,Luxembourg,17.40
2021-04-15,Mexico,8.32
2021-04-15,Netherlands,0.00
2021-04-15,New Zealand,2.49
2021-04-15,Norway,19.23
2021-04-15,Poland,16.50
2021-04-15,Portugal,17.04
2021-04-15,Slovakia,16.77
2021-04-15,Slovenia,17.46
2021-04-15,South Korea,2.67
2021-04-15,Spain,18.47
2021-04-15,Sweden,0.00
2021-04-15,Switzerland,14.27
2021-04-15,Taiwan,0.13
2021-04-15,Turkey,13.77
2021-04-15,United Kingdom,47.76
2021-04-15,United States,37.79
