tDate,Country,VaccinatedRate
2022-01-16,Australia,81.19
2022-01-16,Austria,74.05
2022-01-16,Belgium,77.50
2022-01-16,Canada,84.26
2022-01-16,Chile,90.98
2022-01-16,China,0.00
2022-01-16,Colombia,0.00
2022-01-16,Costa Rica,0.00
2022-01-16,Czechia,64.24
2022-01-16,Denmark,83.21
2022-01-16,Estonia,64.12
2022-01-16,Finland,0.00
2022-01-16,France,81.73
2022-01-16,Germany,74.45
2022-01-16,Greece,73.53
2022-01-16,Hungary,65.59
2022-01-16,Iceland,0.00
2022-01-16,Ireland,79.96
2022-01-16,Israel,75.94
2022-01-16,Italy,81.89
2022-01-16,Japan,80.30
2022-01-16,Latvia,71.14
2022-01-16,Lithuania,71.93
2022-01-16,Luxembourg,74.42
2022-01-16,Mexico,63.64
2022-01-16,New Zealand,82.07
2022-01-16,Norway,78.70
2022-01-16,Poland,58.30
2022-01-16,Portugal,0.00
2022-01-16,Slovakia,0.00
2022-01-16,Slovenia,60.50
2022-01-16,South Korea,85.86
2022-01-16,Spain,86.51
2022-01-16,Sweden,0.00
2022-01-16,Switzerland,69.22
2022-01-16,Taiwan,79.09
2022-01-16,Turkey,67.32
2022-01-16,United Kingdom,76.41
2022-01-16,United States,75.00
