Date,Country,VaccinatedRate
2021-05-15,Australia,0.00
2021-05-15,Austria,33.42
2021-05-15,Belgium,33.93
2021-05-15,Canada,43.88
2021-05-15,Chile,47.41
2021-05-15,China,0.00
2021-05-15,Colombia,8.88
2021-05-15,Costa Rica,0.00
2021-05-15,Czechia,28.58
2021-05-15,Denmark,28.15
2021-05-15,Estonia,30.19
2021-05-15,Finland,37.94
2021-05-15,France,31.29
2021-05-15,Germany,36.63
2021-05-15,Greece,26.73
2021-05-15,Hungary,47.75
2021-05-15,Iceland,0.00
2021-05-15,Ireland,0.00
2021-05-15,Israel,61.80
2021-05-15,Italy,31.50
2021-05-15,Japan,4.24
2021-05-15,Latvia,23.25
2021-05-15,Lithuania,32.38
2021-05-15,Luxembourg,0.00
2021-05-15,Mexico,0.00
2021-05-15,Netherlands,0.00
2021-05-15,New Zealand,6.25
2021-05-15,Norway,29.26
2021-05-15,Poland,30.40
2021-05-15,Portugal,31.62
2021-05-15,Slovakia,25.51
2021-05-15,Slovenia,26.91
2021-05-15,South Korea,7.21
2021-05-15,Spain,0.00
2021-05-15,Sweden,0.00
2021-05-15,Switzerland,27.80
2021-05-15,Taiwan,0.00
2021-05-15,Turkey,17.51
2021-05-15,United Kingdom,53.62
2021-05-15,United States,46.92
