Date,Country,VaccinatedRate
2021-07-26,Australia,30.45
2021-07-26,Austria,58.14
2021-07-26,Belgium,68.21
2021-07-26,Canada,70.41
2021-07-26,Chile,71.80
2021-07-26,China,0.00
2021-07-26,Colombia,32.10
2021-07-26,Costa Rica,50.07
2021-07-26,Czechia,51.77
2021-07-26,Denmark,70.91
2021-07-26,Estonia,47.13
2021-07-26,Finland,65.50
2021-07-26,France,61.70
2021-07-26,Germany,60.59
2021-07-26,Greece,54.16
2021-07-26,Hungary,58.14
2021-07-26,Iceland,0.00
2021-07-26,Ireland,0.00
2021-07-26,Israel,65.62
2021-07-26,Italy,62.28
2021-07-26,Japan,38.76
2021-07-26,Latvia,40.36
2021-07-26,Lithuania,50.67
2021-07-26,Luxembourg,61.62
2021-07-26,Mexico,33.08
2021-07-26,Netherlands,0.00
2021-07-26,New Zealand,21.24
2021-07-26,Norway,62.55
2021-07-26,Poland,47.87
2021-07-26,Portugal,67.58
2021-07-26,Slovakia,41.21
2021-07-26,Slovenia,43.36
2021-07-26,South Korea,33.82
2021-07-26,Spain,66.31
2021-07-26,Sweden,0.00
2021-07-26,Switzerland,53.04
2021-07-26,Taiwan,28.30
2021-07-26,Turkey,46.84
2021-07-26,United Kingdom,68.35
2021-07-26,United States,56.69
