Date,Country,VaccinatedRate
2021-05-09,Australia,0.00
2021-05-09,Austria,30.10
2021-05-09,Belgium,31.21
2021-05-09,Canada,38.55
2021-05-09,Chile,44.72
2021-05-09,China,0.00
2021-05-09,Colombia,0.00
2021-05-09,Costa Rica,0.00
2021-05-09,Czechia,24.63
2021-05-09,Denmark,25.78
2021-05-09,Estonia,28.15
2021-05-09,Finland,0.00
2021-05-09,France,27.78
2021-05-09,Germany,32.70
2021-05-09,Greece,0.00
2021-05-09,Hungary,44.69
2021-05-09,Iceland,0.00
2021-05-09,Ireland,27.04
2021-05-09,Israel,61.69
2021-05-09,Italy,28.22
2021-05-09,Japan,3.18
2021-05-09,Latvia,19.55
2021-05-09,Lithuania,29.17
2021-05-09,Luxembourg,27.59
2021-05-09,Mexico,10.88
2021-05-09,Netherlands,29.71
2021-05-09,New Zealand,5.27
2021-05-09,Norway,27.64
2021-05-09,Poland,27.15
2021-05-09,Portugal,28.68
2021-05-09,Slovakia,22.99
2021-05-09,Slovenia,23.54
2021-05-09,South Korea,7.12
2021-05-09,Spain,29.52
2021-05-09,Sweden,30.64
2021-05-09,Switzerland,24.73
2021-05-09,Taiwan,0.39
2021-05-09,Turkey,17.15
2021-05-09,United Kingdom,52.01
2021-05-09,United States,45.69
