Date,Country,VaccinatedRate
2022-08-16,Austria,76.10
2022-08-16,Chile,93.93
2022-08-16,China,0.00
2022-08-16,Czechia,65.00
2022-08-16,Denmark,82.95
2022-08-16,Finland,0.00
2022-08-16,France,83.35
2022-08-16,Germany,77.17
2022-08-16,Greece,76.41
2022-08-16,Hungary,66.59
2022-08-16,Israel,76.41
2022-08-16,Italy,84.19
2022-08-16,Japan,82.52
2022-08-16,Lithuania,72.64
2022-08-16,New Zealand,88.38
2022-08-16,Norway,79.48
2022-08-16,Poland,60.21
2022-08-16,South Korea,87.02
2022-08-16,Taiwan,89.66
2022-08-16,Turkey,68.09
