tDate,Country,VaccinatedRate
2021-08-13,Australia,37.34
2021-08-13,Austria,59.60
2021-08-13,Belgium,71.26
2021-08-13,Canada,71.86
2021-08-13,Chile,73.96
2021-08-13,China,0.00
2021-08-13,Colombia,40.02
2021-08-13,Costa Rica,0.00
2021-08-13,Czechia,54.23
2021-08-13,Denmark,74.40
2021-08-13,Estonia,51.83
2021-08-13,Finland,68.82
2021-08-13,France,70.43
2021-08-13,Germany,62.60
2021-08-13,Greece,56.23
2021-08-13,Ireland,69.83
2021-08-13,Israel,66.43
2021-08-13,Italy,67.28
2021-08-13,Japan,0.00
2021-08-13,Latvia,43.37
2021-08-13,Lithuania,57.69
2021-08-13,Luxembourg,62.84
2021-08-13,Mexico,40.92
2021-08-13,Netherlands,0.00
2021-08-13,New Zealand,31.72
2021-08-13,Norway,68.96
2021-08-13,Poland,0.00
2021-08-13,Portugal,74.33
2021-08-13,Slovakia,42.43
2021-08-13,Slovenia,45.90
2021-08-13,South Korea,42.90
2021-08-13,Spain,0.00
2021-08-13,Sweden,0.00
2021-08-13,Switzerland,54.86
2021-08-13,Taiwan,38.15
2021-08-13,Turkey,51.14
2021-08-13,United Kingdom,69.28
2021-08-13,United States,59.20
