tDate,Country,VaccinatedRate
2021-12-28,Australia,79.17
2021-12-28,Austria,73.05
2021-12-28,Belgium,76.57
2021-12-28,Canada,83.17
2021-12-28,Chile,89.84
2021-12-28,China,87.24
2021-12-28,Colombia,0.00
2021-12-28,Czechia,63.51
2021-12-28,Denmark,82.52
2021-12-28,Estonia,63.46
2021-12-28,Finland,78.35
2021-12-28,France,80.71
2021-12-28,Germany,73.38
2021-12-28,Greece,71.66
2021-12-28,Hungary,64.95
2021-12-28,Iceland,83.87
2021-12-28,Ireland,78.08
2021-12-28,Israel,74.39
2021-12-28,Italy,79.90
2021-12-28,Japan,79.65
2021-12-28,Latvia,70.24
2021-12-28,Lithuania,71.13
2021-12-28,Mexico,62.89
2021-12-28,New Zealand,81.72
2021-12-28,Norway,78.34
2021-12-28,Poland,57.12
2021-12-28,Portugal,90.28
2021-12-28,Slovakia,49.76
2021-12-28,Slovenia,60.09
2021-12-28,South Korea,85.15
2021-12-28,Spain,84.76
2021-12-28,Sweden,76.24
2021-12-28,Switzerland,68.47
2021-12-28,Taiwan,78.33
2021-12-28,Turkey,66.84
2021-12-28,United Kingdom,75.81
2021-12-28,United States,73.14
