Date,Country,VaccinatedRate
2021-03-02,Australia,0.16
2021-03-02,Austria,5.39
2021-03-02,Belgium,4.79
2021-03-02,Canada,3.86
2021-03-02,Chile,18.80
2021-03-02,China,0.00
2021-03-02,Colombia,0.00
2021-03-02,Costa Rica,0.00
2021-03-02,Czechia,4.38
2021-03-02,Denmark,7.87
2021-03-02,Estonia,6.34
2021-03-02,Finland,0.00
2021-03-02,France,4.99
2021-03-02,Germany,5.28
2021-03-02,Greece,5.96
2021-03-02,Hungary,7.87
2021-03-02,Iceland,6.17
2021-03-02,Ireland,6.34
2021-03-02,Israel,54.66
2021-03-02,Italy,5.34
2021-03-02,Japan,0.03
2021-03-02,Latvia,2.72
2021-03-02,Lithuania,6.78
2021-03-02,Luxembourg,4.49
2021-03-02,Mexico,1.55
2021-03-02,Netherlands,0.00
2021-03-02,New Zealand,0.20
2021-03-02,Norway,6.54
2021-03-02,Poland,0.00
2021-03-02,Portugal,6.45
2021-03-02,Slovakia,5.98
2021-03-02,Slovenia,6.15
2021-03-02,South Korea,0.17
2021-03-02,Spain,5.93
2021-03-02,Sweden,0.00
2021-03-02,Switzerland,6.24
2021-03-02,Turkey,8.38
2021-03-02,United Kingdom,30.35
2021-03-02,United States,15.55
