tDate,Country,VaccinatedRate
2021-07-22,Australia,29.33
2021-07-22,Austria,57.66
2021-07-22,Belgium,67.66
2021-07-22,Canada,70.04
2021-07-22,Chile,71.26
2021-07-22,China,0.00
2021-07-22,Colombia,30.57
2021-07-22,Costa Rica,0.00
2021-07-22,Czechia,51.21
2021-07-22,Denmark,69.52
2021-07-22,Estonia,46.22
2021-07-22,Finland,65.08
2021-07-22,France,59.91
2021-07-22,Germany,60.22
2021-07-22,Greece,53.53
2021-07-22,Hungary,58.00
2021-07-22,Iceland,0.00
2021-07-22,Ireland,61.89
2021-07-22,Israel,65.48
2021-07-22,Italy,61.44
2021-07-22,Japan,37.71
2021-07-22,Latvia,39.80
2021-07-22,Lithuania,49.70
2021-07-22,Luxembourg,61.31
2021-07-22,Mexico,31.19
2021-07-22,Netherlands,0.00
2021-07-22,New Zealand,19.88
2021-07-22,Norway,61.99
2021-07-22,Poland,47.51
2021-07-22,Portugal,65.97
2021-07-22,Slovakia,40.90
2021-07-22,Slovenia,42.90
2021-07-22,South Korea,32.28
2021-07-22,Spain,65.25
2021-07-22,Sweden,0.00
2021-07-22,Switzerland,52.66
2021-07-22,Taiwan,24.56
2021-07-22,Turkey,46.19
2021-07-22,United Kingdom,68.14
2021-07-22,United States,56.24
