tDate,Country,VaccinatedRate
2021-11-10,Australia,75.30
2021-11-10,Austria,66.80
2021-11-10,Belgium,75.31
2021-11-10,Canada,78.81
2021-11-10,Chile,86.74
2021-11-10,China,0.00
2021-11-10,Colombia,63.29
2021-11-10,Czechia,59.45
2021-11-10,Denmark,77.49
2021-11-10,Estonia,61.31
2021-11-10,Finland,76.57
2021-11-10,France,78.68
2021-11-10,Germany,69.27
2021-11-10,Greece,65.13
2021-11-10,Hungary,62.14
2021-11-10,Iceland,0.00
2021-11-10,Ireland,76.86
2021-11-10,Israel,71.15
2021-11-10,Italy,77.51
2021-11-10,Japan,0.00
2021-11-10,Latvia,65.27
2021-11-10,Lithuania,68.09
2021-11-10,Luxembourg,69.24
2021-11-10,Mexico,57.71
2021-11-10,Netherlands,0.00
2021-11-10,New Zealand,0.00
2021-11-10,Norway,77.16
2021-11-10,Poland,0.00
2021-11-10,Slovakia,46.39
2021-11-10,Slovenia,57.81
2021-11-10,South Korea,80.59
2021-11-10,Spain,81.57
2021-11-10,Sweden,71.57
2021-11-10,Switzerland,66.23
2021-11-10,Taiwan,74.15
2021-11-10,Turkey,65.53
2021-11-10,United Kingdom,73.97
2021-11-10,United States,67.89
