Date,Country,VaccinatedRate
2021-10-12,Australia,69.19
2021-10-12,Austria,64.14
2021-10-12,Belgium,74.36
2021-10-12,Canada,77.32
2021-10-12,Chile,83.24
2021-10-12,China,0.00
2021-10-12,Colombia,54.94
2021-10-12,Costa Rica,0.00
2021-10-12,Czechia,57.05
2021-10-12,Denmark,76.73
2021-10-12,Estonia,57.86
2021-10-12,Finland,75.04
2021-10-12,France,77.63
2021-10-12,Germany,68.06
2021-10-12,Greece,62.80
2021-10-12,Hungary,61.38
2021-10-12,Iceland,0.00
2021-10-12,Ireland,76.03
2021-10-12,Israel,70.50
2021-10-12,Italy,76.09
2021-10-12,Japan,74.61
2021-10-12,Latvia,52.46
2021-10-12,Lithuania,65.84
2021-10-12,Luxembourg,67.36
2021-10-12,Mexico,51.36
2021-10-12,Netherlands,0.00
2021-10-12,New Zealand,71.65
2021-10-12,Norway,76.64
2021-10-12,Poland,52.83
2021-10-12,Portugal,0.00
2021-10-12,Slovakia,45.45
2021-10-12,Slovenia,56.56
2021-10-12,South Korea,77.49
2021-10-12,Spain,80.93
2021-10-12,Sweden,0.00
2021-10-12,Switzerland,64.55
2021-10-12,Taiwan,57.84
2021-10-12,Turkey,64.23
2021-10-12,United Kingdom,72.21
2021-10-12,United States,65.49
