tDate,Country,VaccinatedRate
2022-07-05,Australia,86.70
2022-07-05,Belgium,79.51
2022-07-05,Canada,86.11
2022-07-05,Chile,93.73
2022-07-05,China,0.00
2022-07-05,Czechia,64.95
2022-07-05,Denmark,83.06
2022-07-05,Finland,0.00
2022-07-05,France,83.26
2022-07-05,Germany,77.12
2022-07-05,Greece,76.37
2022-07-05,Hungary,66.55
2022-07-05,Ireland,82.10
2022-07-05,Israel,76.37
2022-07-05,Italy,84.16
2022-07-05,Japan,82.32
2022-07-05,Lithuania,72.59
2022-07-05,New Zealand,88.32
2022-07-05,Norway,79.45
2022-07-05,Poland,60.16
2022-07-05,Slovenia,60.89
2022-07-05,South Korea,86.97
2022-07-05,Spain,0.00
2022-07-05,Taiwan,88.82
2022-07-05,Turkey,68.04
2022-07-05,United States,78.20
