Date,Country,VaccinatedRate
2021-01-04,Austria,0.06
2021-01-04,Belgium,0.01
2021-01-04,Canada,0.36
2021-01-04,Chile,0.05
2021-01-04,China,0.00
2021-01-04,Costa Rica,0.00
2021-01-04,Czechia,0.17
2021-01-04,Denmark,0.90
2021-01-04,Estonia,0.24
2021-01-04,Finland,0.00
2021-01-04,France,0.00
2021-01-04,Germany,0.41
2021-01-04,Greece,0.10
2021-01-04,Hungary,0.00
2021-01-04,Iceland,0.00
2021-01-04,Ireland,0.00
2021-01-04,Israel,16.32
2021-01-04,Italy,0.32
2021-01-04,Latvia,0.16
2021-01-04,Lithuania,0.36
2021-01-04,Luxembourg,0.00
2021-01-04,Mexico,0.03
2021-01-04,Norway,0.04
2021-01-04,Poland,0.24
2021-01-04,Portugal,0.33
2021-01-04,Slovakia,0.00
2021-01-04,Slovenia,0.65
2021-01-04,Spain,0.18
2021-01-04,Sweden,0.00
2021-01-04,Switzerland,0.11
2021-01-04,United Kingdom,0.00
2021-01-04,United States,1.37
