tDate,Country,VaccinatedRate
2021-03-29,Australia,0.00
2021-03-29,Austria,13.29
2021-03-29,Belgium,11.37
2021-03-29,Canada,12.16
2021-03-29,Chile,34.11
2021-03-29,China,0.00
2021-03-29,Colombia,3.39
2021-03-29,Costa Rica,4.36
2021-03-29,Czechia,10.87
2021-03-29,Denmark,12.04
2021-03-29,Estonia,14.79
2021-03-29,Finland,15.21
2021-03-29,France,12.58
2021-03-29,Germany,11.25
2021-03-29,Greece,10.29
2021-03-29,Hungary,0.00
2021-03-29,Iceland,13.23
2021-03-29,Ireland,11.85
2021-03-29,Israel,59.53
2021-03-29,Italy,11.27
2021-03-29,Japan,0.66
2021-03-29,Latvia,7.11
2021-03-29,Lithuania,12.37
2021-03-29,Luxembourg,0.00
2021-03-29,Mexico,4.73
2021-03-29,Netherlands,0.00
2021-03-29,New Zealand,1.00
2021-03-29,Norway,11.62
2021-03-29,Poland,0.00
2021-03-29,Portugal,11.93
2021-03-29,Slovakia,12.45
2021-03-29,Slovenia,11.35
2021-03-29,South Korea,1.59
2021-03-29,Spain,10.63
2021-03-29,Sweden,0.00
2021-03-29,Switzerland,10.19
2021-03-29,Taiwan,0.05
2021-03-29,Turkey,9.84
2021-03-29,United Kingdom,44.98
2021-03-29,United States,28.54
