tDate,Country,VaccinatedRate
2022-03-10,Australia,85.77
2022-03-10,Austria,0.00
2022-03-10,Belgium,79.31
2022-03-10,Canada,85.70
2022-03-10,China,0.00
2022-03-10,Colombia,0.00
2022-03-10,Costa Rica,0.00
2022-03-10,Czechia,64.77
2022-03-10,Denmark,83.31
2022-03-10,Estonia,64.76
2022-03-10,France,82.53
2022-03-10,Germany,75.76
2022-03-10,Greece,75.95
2022-03-10,Hungary,66.42
2022-03-10,Iceland,0.00
2022-03-10,Ireland,81.51
2022-03-10,Israel,76.23
2022-03-10,Italy,83.93
2022-03-10,Japan,80.82
2022-03-10,Latvia,71.93
2022-03-10,Lithuania,72.39
2022-03-10,Mexico,65.54
2022-03-10,New Zealand,87.94
2022-03-10,Norway,79.23
2022-03-10,Poland,59.66
2022-03-10,Portugal,95.04
2022-03-10,Slovakia,0.00
2022-03-10,Slovenia,60.82
2022-03-10,South Korea,86.63
2022-03-10,Spain,87.90
2022-03-10,Sweden,76.87
2022-03-10,Switzerland,69.75
2022-03-10,Taiwan,81.28
2022-03-10,Turkey,67.88
2022-03-10,United Kingdom,77.25
2022-03-10,United States,76.47
