tDate,Country,VaccinatedRate
2021-05-25,Australia,12.69
2021-05-25,Austria,38.14
2021-05-25,Belgium,38.63
2021-05-25,Canada,52.39
2021-05-25,Chile,52.20
2021-05-25,China,0.00
2021-05-25,Colombia,10.61
2021-05-25,Costa Rica,0.00
2021-05-25,Czechia,33.65
2021-05-25,Denmark,33.24
2021-05-25,Estonia,33.71
2021-05-25,Finland,42.27
2021-05-25,France,36.86
2021-05-25,Germany,40.59
2021-05-25,Greece,32.38
2021-05-25,Hungary,52.32
2021-05-25,Iceland,47.84
2021-05-25,Ireland,0.00
2021-05-25,Israel,61.96
2021-05-25,Italy,36.29
2021-05-25,Japan,7.27
2021-05-25,Latvia,27.11
2021-05-25,Lithuania,35.68
2021-05-25,Luxembourg,35.19
2021-05-25,Mexico,14.29
2021-05-25,Netherlands,0.00
2021-05-25,New Zealand,7.67
2021-05-25,Norway,29.91
2021-05-25,Poland,34.29
2021-05-25,Portugal,35.92
2021-05-25,Slovakia,29.87
2021-05-25,Slovenia,30.59
2021-05-25,South Korea,7.62
2021-05-25,Spain,36.77
2021-05-25,Sweden,0.00
2021-05-25,Switzerland,32.52
2021-05-25,Taiwan,1.34
2021-05-25,Turkey,19.11
2021-05-25,United Kingdom,56.27
2021-05-25,United States,49.38
